DATAFLOW,LAST UPDATE,freq,sex,age,training,wstatus,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2002,14.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2003,15.2,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2004,13.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2005,15.8,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2006,14.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2007,13.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2008,13.5,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2009,12.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2010,12.2,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2011,11.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2012,10.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2013,11.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2014,12.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2015,11.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2016,11.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2017,10.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2018,10.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2019,10.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2020,12.3,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE71,2021,14.0,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2000,14.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2001,11.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2002,13.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2003,13.0,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2004,13.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2005,12.6,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2006,14.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2007,14.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2008,14.6,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2009,12.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2010,13.5,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2011,9.3,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2012,12.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2013,9.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2014,8.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2015,8.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2016,7.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2017,8.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2018,8.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2019,9.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2020,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE72,2021,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2000,15.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2001,15.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2002,10.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2003,16.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2004,14.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2005,13.9,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2006,15.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2007,15.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2008,13.8,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2009,12.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2010,11.2,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2011,10.7,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2012,10.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2013,10.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2014,11.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2015,12.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2016,10.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2017,9.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2018,10.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2019,10.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2020,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE73,2021,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2000,11.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2001,10.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2002,11.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2003,14.1,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2004,15.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2005,17.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2006,17.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2007,20.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2008,17.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2009,14.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2010,15.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2011,13.6,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2012,13.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2013,12.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2014,13.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2015,11.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2016,13.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2017,13.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2018,11.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2019,10.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2020,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE80,2021,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2000,13.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2001,15.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2002,16.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2003,19.3,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2004,15.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2005,19.8,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2006,16.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2007,13.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2008,13.7,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2009,14.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2010,12.5,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2011,12.3,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2012,10.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2013,11.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2014,12.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2015,9.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2016,11.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2017,10.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2018,12.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2019,10.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2020,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE91,2021,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2000,15.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2001,11.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2002,14.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2003,13.9,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2004,18.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2005,19.9,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2006,16.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2007,17.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2008,14.6,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2009,14.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2010,15.3,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2011,14.1,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2012,13.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2013,12.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2014,11.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2015,10.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2016,12.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2017,11.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2018,11.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2019,11.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2020,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE92,2021,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2000,15.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2001,11.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2002,12.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2003,13.5,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2004,16.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2005,15.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2006,15.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2007,14.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2008,14.5,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2009,12.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2010,13.3,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2011,11.7,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2012,11.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2013,9.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2014,9.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2015,10.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2016,12.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2017,11.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2018,11.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2019,9.2,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2020,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE93,2021,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2000,14.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2001,14.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2002,14.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2003,14.9,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2004,12.3,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2005,17.0,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2006,16.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2007,14.5,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2008,14.2,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2009,14.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2010,11.8,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2011,12.6,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2012,11.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2013,10.7,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2014,11.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2015,12.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2016,12.1,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2017,10.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2018,10.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2019,10.8,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2020,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DE94,2021,,bu
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DEA1,2000,17.9,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DEA1,2001,16.6,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DEA1,2002,18.0,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DEA1,2003,18.4,b
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DEA1,2004,18.4,
ESTAT:EDAT_LFSE_22(1.0),11/05/22 11:00:00,A,F,Y15-29,NO_FE_NO_NFE,NEMP,PC,DEA1,2005,16.6,b
